Inc: IA No,Inc: Incident type,Inc: Occurred date,Inc: Occurred time,OffSnp: Link type,OffSnp: Org: Net area,OffSnp: Title/rank,Off: Race,Off: Gender,OffSnp: Age,OffSnp: Years employed,UOF: Officer condition/injury,OffSnp: Body worn camera,UOF: Type of force used,UOF: Reason for using force,UOF: Citizen condition/injury,UOF: Citizen was arrested (y/n),Cit: Charge,Inc: Service rendered,UOF: Officer assessment of cit condition,Inc: CIT: Citizen behaviors,Cit: Race,Cit: Gender,CitSnp: Age
F19-137,Use of force,07/17/2019,19:31,Officer,Little Havana,Police Officer,Hispanic,Male,28,2,No injuries noted or visible,Body Worn Camera - Captured,Cond Elect Weapon-CEW,Assault - LEO,No injuries noted or visible,Yes,Resistance without violence,Arrest,Aggressive Physical,Disorderly / disruptive behavior,Hispanic,Male,55
F19-138,Use of force,07/19/2019,14:03,Officer,Model City,Police Officer,Black,Female,29,3,No injuries noted or visible,Body Worn Camera - Captured,Cond Elect Weapon-CEW,Dog attack,,No,,Disturbance,,,,,
F19-138,Use of force,07/19/2019,14:03,Witness,Little Havana,Police Officer,Hispanic,Female,27,2,,Body Worn Camera - Captured,,Dog attack,,No,,Disturbance,,,,,
F19-139,Use of force,07/22/2019,01:20,Officer,Downtown,Police Officer,Black,Male,22,2,,,Physical Force,Arrest,Knee Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Officer,Downtown,Police Officer,Black,Male,22,2,,,Physical Force,Arrest,Knee Injury,Yes,Disorderly Intoxication,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Officer,Downtown,Police Officer,Black,Male,22,2,,,Physical Force,Arrest,Knee Injury,Yes,Obstruction,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Officer,Downtown,Police Officer,Black,Male,22,2,,,Physical Force,Arrest,Back Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Officer,Downtown,Police Officer,Black,Male,22,2,,,Physical Force,Arrest,Back Injury,Yes,Disorderly Intoxication,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Officer,Downtown,Police Officer,Black,Male,22,2,,,Physical Force,Arrest,Back Injury,Yes,Obstruction,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Witness,Downtown,Police Officer,Black,Male,27,3,,,,Arrest,Knee Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Witness,Downtown,Police Officer,Black,Male,27,3,,,,Arrest,Knee Injury,Yes,Disorderly Intoxication,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Witness,Downtown,Police Officer,Black,Male,27,3,,,,Arrest,Knee Injury,Yes,Obstruction,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Witness,Downtown,Police Officer,Black,Male,27,3,,,,Arrest,Back Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Witness,Downtown,Police Officer,Black,Male,27,3,,,,Arrest,Back Injury,Yes,Disorderly Intoxication,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-139,Use of force,07/22/2019,01:20,Witness,Downtown,Police Officer,Black,Male,27,3,,,,Arrest,Back Injury,Yes,Obstruction,Arrest,Aggressive Physical,Disorderly / disruptive behavior,W/Spanish,Male,
F19-140,Use of force,07/24/2019,15:33,Officer,Allapattah,Police Officer,Hispanic,Male,29,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Head Injury,Yes,Trespass,Arrest,Hostile,Belligerant / uncooperative behavior,White,Male,55
F19-140,Use of force,07/24/2019,15:33,Officer,Allapattah,Police Officer,Hispanic,Male,29,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Resisting without Violence,Head Injury,Yes,Resistance without violence,Arrest,Hostile,Belligerant / uncooperative behavior,White,Male,55
F19-141,Use of force,07/27/2019,06:15,Officer,Overtown,Police Sergeant,Black,Male,32,9,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Arrest,Abdomen Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Overtown,Police Sergeant,Black,Male,32,9,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Arrest,Abdomen Injury,Yes,Resistance without violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Allapattah,Police Sergeant,Hispanic,Male,29,6,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Arrest,Abdomen Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Allapattah,Police Sergeant,Hispanic,Male,29,6,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Arrest,Abdomen Injury,Yes,Resistance without violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Allapattah,Police Officer,Hispanic,Male,34,2,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Arrest,Abdomen Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Allapattah,Police Officer,Hispanic,Male,34,2,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Arrest,Abdomen Injury,Yes,Resistance without violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Allapattah,Police Officer,Hispanic,Male,24,2,No injuries noted or visible,Body Worn Camera - Partial capture,Physical Force,Arrest,Abdomen Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Allapattah,Police Officer,Hispanic,Male,24,2,No injuries noted or visible,Body Worn Camera - Partial capture,Physical Force,Arrest,Abdomen Injury,Yes,Resistance without violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Allapattah,Police Officer,Black,Male,29,2,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Arrest,Abdomen Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Allapattah,Police Officer,Black,Male,29,2,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Arrest,Abdomen Injury,Yes,Resistance without violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Allapattah,Police Officer,Black,Male,29,2,No injuries noted or visible,Body Worn Camera - Captured,Expandable Baton,Arrest,Abdomen Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Officer,Allapattah,Police Officer,Black,Male,29,2,No injuries noted or visible,Body Worn Camera - Captured,Expandable Baton,Arrest,Abdomen Injury,Yes,Resistance without violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Witness,Wynwood,Police Lt,White,Male,51,21,,Body Worn Camera - Not Issued,,Arrest,Abdomen Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-141,Use of force,07/27/2019,06:15,Witness,Wynwood,Police Lt,White,Male,51,21,,Body Worn Camera - Not Issued,,Arrest,Abdomen Injury,Yes,Resistance without violence,Arrest,Physical - Active,,Hispanic,Male,39
F19-142,Use of force,07/29/2019,13:29,Witness,,Police Captain,Hispanic,Male,40,15,,,,Baker Act,Hand Injury,No,,Disturbance,Other,"Bizarre, unusual behavior",Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Officer,,Police Officer,Hispanic,Male,24,3,,,Physical Force,Baker Act,Hand Injury,No,,Disturbance,Other,"Bizarre, unusual behavior",Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Witness,,Police Captain,Hispanic,Male,40,15,,,,Baker Act,Hand Injury,No,,Disturbance,Other,Disorderly / disruptive behavior,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Officer,,Police Officer,Hispanic,Male,24,3,,,Physical Force,Baker Act,Hand Injury,No,,Disturbance,Other,Disorderly / disruptive behavior,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Witness,,Police Captain,Hispanic,Male,40,15,,,,Baker Act,Hand Injury,No,,Disturbance,Other,Disorganized speech / communication,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Officer,,Police Officer,Hispanic,Male,24,3,,,Physical Force,Baker Act,Hand Injury,No,,Disturbance,Other,Disorganized speech / communication,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Witness,,Police Captain,Hispanic,Male,40,15,,,,Baker Act,Hand Injury,No,,Disturbance,Other,Disorientation / confusion,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Officer,,Police Officer,Hispanic,Male,24,3,,,Physical Force,Baker Act,Hand Injury,No,,Disturbance,Other,Disorientation / confusion,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Witness,,Police Captain,Hispanic,Male,40,15,,,,Baker Act,Hand Injury,No,,Disturbance,Other,Hallucinations / delusions,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Officer,,Police Officer,Hispanic,Male,24,3,,,Physical Force,Baker Act,Hand Injury,No,,Disturbance,Other,Hallucinations / delusions,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Witness,,Police Captain,Hispanic,Male,40,15,,,,Baker Act,Hand Injury,No,,Disturbance,Other,Out of touch with reality,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Officer,,Police Officer,Hispanic,Male,24,3,,,Physical Force,Baker Act,Hand Injury,No,,Disturbance,Other,Out of touch with reality,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Witness,,Police Captain,Hispanic,Male,40,15,,,,Baker Act,Hand Injury,No,,Disturbance,Other,Belligerant / uncooperative behavior,Spanish,Male,39
F19-142,Use of force,07/29/2019,13:29,Officer,,Police Officer,Hispanic,Male,24,3,,,Physical Force,Baker Act,Hand Injury,No,,Disturbance,Other,Belligerant / uncooperative behavior,Spanish,Male,39
F19-143,Use of force,07/30/2019,16:20,Officer,Allapattah,Police Sergeant,Unknown,Male,39,6,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Burglary,Head Injury,Yes,Burglary - Unoccupied,Arrest,Physical - Active,,White,Male,53
F19-143,Use of force,07/30/2019,16:20,Officer,Allapattah,Police Sergeant,Unknown,Male,39,6,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Burglary,Head Injury,Yes,Resistance without violence,Arrest,Physical - Active,,White,Male,53
F19-143,Use of force,07/30/2019,16:20,Officer,Allapattah,Police Sergeant,Unknown,Male,39,6,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Burglary,Head Injury,Yes,Criminal Mischief,Arrest,Physical - Active,,White,Male,53
F19-143,Use of force,07/30/2019,16:20,Officer,Allapattah,Police Sergeant,Unknown,Male,39,6,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Burglary,Facial Injury,Yes,Burglary - Unoccupied,Arrest,Physical - Active,,White,Male,53
F19-143,Use of force,07/30/2019,16:20,Officer,Allapattah,Police Sergeant,Unknown,Male,39,6,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Burglary,Facial Injury,Yes,Resistance without violence,Arrest,Physical - Active,,White,Male,53
F19-143,Use of force,07/30/2019,16:20,Officer,Allapattah,Police Sergeant,Unknown,Male,39,6,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Burglary,Facial Injury,Yes,Criminal Mischief,Arrest,Physical - Active,,White,Male,53
F19-144,Use of force,08/01/2019,19:05,Witness,Allapattah,Police Officer,Hispanic,Male,29,4,,,,Hit & Run Accident,,Yes,,Arrest,Physical - Active,,Black,Male,23
F19-144,Use of force,08/01/2019,19:05,Officer,Allapattah,Police Officer,Hispanic,Male,22,2,,,Physical Force,Hit & Run Accident,,Yes,,Arrest,Physical - Active,,Black,Male,23
F19-145,Use of force,08/01/2019,18:10,Officer,,Detention Officer,Black,Male,26,2,No injuries noted or visible,,Physical Force,Resisting with Violence,No injuries noted or visible,Yes,Trespass,Transport,Physical - Aggressive,Disorderly / disruptive behavior,Hispanic,Male,55
F19-145,Use of force,08/01/2019,18:10,Officer,,Detention Officer,Black,Male,37,2,No injuries noted or visible,Body Worn Camera - Not captured,Physical Force,Resisting with Violence,No injuries noted or visible,Yes,Trespass,Transport,Physical - Aggressive,Disorderly / disruptive behavior,Hispanic,Male,55
F19-146,Use of force,08/03/2019,22:04,Witness,Allapattah,Police Officer,,Male,25,2,,Body Worn Camera - Captured,,Stolen Vehicle,Leg Injury,Yes,Trespass,Arrest,Physical - Active,,Hispanic,Male,15
F19-146,Use of force,08/03/2019,22:04,Witness,Allapattah,Police Officer,,Male,25,2,,Body Worn Camera - Captured,,Stolen Vehicle,Leg Injury,Yes,Resistance without violence,Arrest,Physical - Active,,Hispanic,Male,15
F19-146,Use of force,08/03/2019,22:04,Officer,,Police Officer,Hispanic,Male,28,6,No injuries noted or visible,Body Worn Camera - Not Issued,K-9 Use Rpt.,Stolen Vehicle,Leg Injury,Yes,Trespass,Arrest,Physical - Active,,Hispanic,Male,15
F19-146,Use of force,08/03/2019,22:04,Officer,,Police Officer,Hispanic,Male,28,6,No injuries noted or visible,Body Worn Camera - Not Issued,K-9 Use Rpt.,Stolen Vehicle,Leg Injury,Yes,Resistance without violence,Arrest,Physical - Active,,Hispanic,Male,15
F19-147,Use of force,08/04/2019,13:31,Officer,Model City,Police Officer,Black,Female,31,5,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Assault - Aggravated,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Model City,Police Officer,Black,Female,31,5,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Resistance without violence,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Model City,Police Officer,Black,Female,31,5,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Criminal Mischief,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Model City,Police Officer,Black,Female,31,5,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Obstruction,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Little Havana,Police Officer,Hispanic,Male,32,5,,,,Assault - Aggravated,Taser Marks,Yes,Assault - Aggravated,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Little Havana,Police Officer,Hispanic,Male,32,5,,,,Assault - Aggravated,Taser Marks,Yes,Resistance without violence,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Little Havana,Police Officer,Hispanic,Male,32,5,,,,Assault - Aggravated,Taser Marks,Yes,Criminal Mischief,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Little Havana,Police Officer,Hispanic,Male,32,5,,,,Assault - Aggravated,Taser Marks,Yes,Obstruction,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Flagami,Police Officer,White,Male,30,5,,,,Assault - Aggravated,Taser Marks,Yes,Assault - Aggravated,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Flagami,Police Officer,White,Male,30,5,,,,Assault - Aggravated,Taser Marks,Yes,Resistance without violence,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Flagami,Police Officer,White,Male,30,5,,,,Assault - Aggravated,Taser Marks,Yes,Criminal Mischief,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Flagami,Police Officer,White,Male,30,5,,,,Assault - Aggravated,Taser Marks,Yes,Obstruction,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Flagami,Police Officer,W/Spanish,Male,52,11,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Assault - Aggravated,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Flagami,Police Officer,W/Spanish,Male,52,11,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Resistance without violence,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Flagami,Police Officer,W/Spanish,Male,52,11,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Criminal Mischief,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Flagami,Police Officer,W/Spanish,Male,52,11,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Obstruction,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Flagami,Police Officer,Spanish,Female,50,,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Assault - Aggravated,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Flagami,Police Officer,Spanish,Female,50,,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Resistance without violence,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Flagami,Police Officer,Spanish,Female,50,,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Criminal Mischief,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Officer,Flagami,Police Officer,Spanish,Female,50,,No injuries noted or visible,,Cond Elect Weapon-CEW,Assault - Aggravated,Taser Marks,Yes,Obstruction,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Flagami,Police Officer,Hispanic,Male,27,3,,,,Assault - Aggravated,Taser Marks,Yes,Assault - Aggravated,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Flagami,Police Officer,Hispanic,Male,27,3,,,,Assault - Aggravated,Taser Marks,Yes,Resistance without violence,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Flagami,Police Officer,Hispanic,Male,27,3,,,,Assault - Aggravated,Taser Marks,Yes,Criminal Mischief,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-147,Use of force,08/04/2019,13:31,Witness,Flagami,Police Officer,Hispanic,Male,27,3,,,,Assault - Aggravated,Taser Marks,Yes,Obstruction,Criminal Investigation,Mentally Ill,Other,Black,Female,37
F19-148,Use of force,08/06/2019,09:03,Officer,Downtown,Police Officer,Black,Male,56,14,Finger Injury,,Cond Elect Weapon-CEW,Arrest,No injuries noted or visible,Yes,Retail Theft,Arrest,Physical - Aggressive,Belligerant / uncooperative behavior,Black,Male,40
F19-148,Use of force,08/06/2019,09:03,Officer,Downtown,Police Officer,Black,Male,56,14,Finger Injury,,Cond Elect Weapon-CEW,Arrest,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Aggressive,Belligerant / uncooperative behavior,Black,Male,40
F19-148,Use of force,08/06/2019,09:03,Officer,Downtown,Police Officer,Black,Male,56,14,Finger Injury,,Cond Elect Weapon-CEW,Arrest,No injuries noted or visible,Yes,Resistance with violence,Arrest,Physical - Aggressive,Belligerant / uncooperative behavior,Black,Male,40
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Hispanic,Male,34,4,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Hispanic,Male,34,4,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,31,5,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,31,5,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Officer,Little Haiti,Police Officer,Black,Male,34,2,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Officer,Little Haiti,Police Officer,Black,Male,34,2,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Officer,Little Haiti,Police Officer,Black,Male,24,3,No injuries noted or visible,Body Worn Camera - Captured,Leg Restraints,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Officer,Little Haiti,Police Officer,Black,Male,24,3,No injuries noted or visible,Body Worn Camera - Captured,Leg Restraints,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Female,34,3,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Female,34,3,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,36,2,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,36,2,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,48,14,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,48,14,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,"Bizarre, unusual behavior",Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Hispanic,Male,34,4,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Hispanic,Male,34,4,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,31,5,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,31,5,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Officer,Little Haiti,Police Officer,Black,Male,34,2,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Officer,Little Haiti,Police Officer,Black,Male,34,2,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Officer,Little Haiti,Police Officer,Black,Male,24,3,No injuries noted or visible,Body Worn Camera - Captured,Leg Restraints,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Officer,Little Haiti,Police Officer,Black,Male,24,3,No injuries noted or visible,Body Worn Camera - Captured,Leg Restraints,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Female,34,3,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Female,34,3,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,36,2,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,36,2,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,48,14,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
F19-149,Use of force,08/07/2019,18:13,Witness,Little Haiti,Police Officer,Black,Male,48,14,,Body Worn Camera - Captured,,Battery - LEO,,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Black,Male,34
