"Blunt_Object","Category_of_Force_Event__Measured_at_Event_Level","Disposition_Custody","DOW","Firearm","Firearm__Implied","Firearm__Replica","Force_Applied__1","Force_Applied__2","Force_Applied__3","Force_Applied__4","Force_Applied__5","Force_Applied__6","Force_Applied__7","Force_Applied__8","Hour_(6Hr)","Initial_Call_Category","Initial_Call_type","Knife___Edged_Weapon___Stabbing_Instrument","Mental_Health_Crisis__Prior_to_Force,_Perceived_Lack_of_Compliance","Month","Needle___Spit___Bodily_Fluids","No_weapon_(unarmed)","Officer","Officer_Precinct","Officer_Tenure","Other_Weapon","Record_ID","Subject","Subject__Race","Subject__Sex","Subject__Transient","Subject_Age","Subject_Instance","Subject_Resistance__1","Subject_Resistance__2","Subject_Resistance__3","Subject_Resistance__4","Subject_Resistance__5","Subject_Resistance__6","Subject_Resistance__7","Subject_Resistance__8","Type_of_Call","Under_the_Influence_of_Alcohol__Prior_to_Force,_Perceived_Condition","Under_the_Influence_of_Drugs__Prior_to_Force,_Perceived_Condition","Weapon_Present_or_reported_but_not_used_or_threatened_use","Year","Record_Count...48","Record_Count...49","AgeBands","serious","(Intercept)","Officer_PrecinctDetectives","Officer_PrecinctEast_Precinct","Officer_PrecinctFamily_Services","Officer_PrecinctK9","Officer_PrecinctNorth_Precinct","Officer_PrecinctSERT","Officer_PrecinctTOD","Officer_PrecinctTraffic","Officer_PrecinctTraining","Officer_PrecinctTransit_PPB_Only","Subject__RaceAsian","Subject__RaceBlack","Subject__RaceHispanic","Subject__RaceNative_American","Subject__RaceUnknown","Subject__SexFemale","Subject__TransientUnknown","Subject__TransientYes","AgeBands25_34","AgeBands35_44","AgeBands45_54","AgeBands55_65","AgeBands66_100"
NA,"IV","Release_to_Medical","Monday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Unwanted_Person","UNWANTED_PERSON",NA,NA,"December",NA,NA,"241472","Traffic","1",NA,"928549307","4115822","White","Male","No",46,"932665129","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","45_54",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,"IV","Release_to_Medical","Monday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Unwanted_Person","UNWANTED_PERSON",NA,"Yes","October",NA,"No_weapon_unarmed","243671","Central_Precinct","9",NA,"274548910","4166727","White","Female","Yes",39,"278715637","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NA,"IV","Release_to_Medical","Monday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Assault","ASSAULT___WITH_WEAPON_*H",NA,"Yes","February",NA,NA,"232271","East_Precinct","2","Rope","975546237","420781","White","Male","No",55,"975967018","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,"IV","Release_to_Medical","Monday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Assault","ASSAULT___WITH_WEAPON_*H",NA,"Yes","February",NA,NA,"552501","East_Precinct","10","Rope","975546237","420781","White","Male","No",55,"975967018","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,"IV","Release_to_Medical","Monday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___COLD",NA,"Yes","February",NA,"No_weapon_unarmed","884731","Central_Precinct","7",NA,"607546063","3955443","White","Female","No",30,"611501506","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Monday",NA,NA,NA,"Resisted_HC","Resisted_HC",NA,NA,NA,NA,NA,NA,"1200_1759","Unwanted_Person","UNWANTED_PERSON",NA,"Yes","October",NA,"No_weapon_unarmed","650511","Central_Precinct","11",NA,"274548910","4166727","White","Female","Yes",39,"278715637","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NA,"IV","Release_to_Medical","Monday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Unwanted_Person","UNWANTED_PERSON",NA,"Yes","February",NA,"No_weapon_unarmed","815221","Central_Precinct","2",NA,"724546145","4111183","White","Male","No",49,"728657328","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","45_54",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,"IV","Arrest_Cited","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"June",NA,NA,"269669","East_Precinct","24",NA,"596547493","1643331","White","Male","No",19,"598190824","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Cited","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"June",NA,NA,"973138","East_Precinct","28",NA,"596547493","1643331","White","Male","No",19,"598190824","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Stolen_Vehicle","VEHICLE_STOLEN___COLD",NA,NA,"April",NA,"No_weapon_unarmed","318368","Transit_PPB_Only","26",NA,"359546971","4127019","White","Male","Yes",30,"363673990","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Box_in_VIS","PFA",NA,NA,NA,NA,NA,NA,"0600_1159","Stolen_Vehicle","VEHICLE_STOLEN___COLD",NA,NA,"April",NA,"No_weapon_unarmed","650810","Central_Precinct","16",NA,"359546971","4127019","White","Male","Yes",30,"363673990","Passive","Passive",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Other","UNDESCRIBED_INCIDENT",NA,NA,"June",NA,"No_weapon_unarmed","571001","Central_Precinct","4",NA,"319547751","3916972","White","Male","Yes",37,"323464723","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Other","UNDESCRIBED_INCIDENT",NA,NA,"June",NA,"No_weapon_unarmed","1020641","Central_Precinct","9",NA,"319547751","3916972","White","Male","Yes",37,"323464723","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Collision","ACCIDENT___UNKNOWN_INJURY",NA,NA,"July",NA,"No_weapon_unarmed","829531","East_Precinct","10",NA,"737547825","3468535","White","Male","No",22,"741016360","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","18_24",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"September",NA,NA,"524500","North_Precinct","19","Biting","800548575","3472190","Black","Male","Yes",22,"804020765","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","851231","East_Precinct","3",NA,"717549315","611008","White","Male","No",37,"718160323","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","403379","East_Precinct","18",NA,"717549315","611008","White","Male","No",37,"718160323","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Collision","ACCIDENT___HIT_AND_RUN___COLD",NA,NA,"October",NA,"No_weapon_unarmed","836731","East_Precinct","4",NA,"186548859","2986702","Black","Female","No",25,"189535561","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Collision","ACCIDENT___HIT_AND_RUN___COLD",NA,NA,"October",NA,"No_weapon_unarmed","551100","East_Precinct","14",NA,"186548859","2986702","Black","Female","No",25,"189535561","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Collision","ACCIDENT___HIT_AND_RUN___COLD",NA,NA,"October",NA,"No_weapon_unarmed","677710","Traffic","16",NA,"186548859","2986702","Black","Female","No",25,"189535561","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","183961","East_Precinct","5",NA,"717549315","611008","White","Male","No",37,"718160323","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","DUII","DRIVING_UNDER_INFLUENCE",NA,NA,"October",NA,"No_weapon_unarmed","414482","East_Precinct","1",NA,"532548923","501684","Native_American","Male","No",32,"533050607","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","DUII","DRIVING_UNDER_INFLUENCE",NA,NA,"October",NA,"No_weapon_unarmed","427191","East_Precinct","3",NA,"532548923","501684","Native_American","Male","No",32,"533050607","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"November",NA,"No_weapon_unarmed","269171","East_Precinct","3",NA,"980549187","537285","Hispanic","Male","No",30,"981086472","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","756219","East_Precinct","21",NA,"717549315","611008","White","Male","No",37,"718160323","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","291168","East_Precinct","26",NA,"717549315","611008","White","Male","No",37,"718160323","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Hobble",NA,NA,NA,NA,NA,NA,NA,"1800_2359","DUII","DRIVING_UNDER_INFLUENCE",NA,NA,"October",NA,"No_weapon_unarmed","927141","East_Precinct","3",NA,"532548923","501684","Native_American","Male","No",32,"533050607","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Collision","ACCIDENT___UNKNOWN_INJURY",NA,NA,"July",NA,"No_weapon_unarmed","902731","East_Precinct","2",NA,"737547825","3468535","White","Male","No",22,"741016360","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","18_24",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Collision","ACCIDENT___UNKNOWN_INJURY",NA,NA,"July",NA,"No_weapon_unarmed","1035151","East_Precinct","3",NA,"737547825","3468535","White","Male","No",22,"741016360","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","18_24",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"February","Needle___Spit___Bodily_Fluids",NA,"834931","Central_Precinct","5",NA,"533546163","457471","White","Male","Yes",50,"534003634","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","45_54",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"September",NA,NA,"529000","North_Precinct","15","Biting","800548575","3472190","Black","Male","Yes",22,"804020765","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"September",NA,NA,"747119","North_Precinct","21","Biting","800548575","3472190","Black","Male","Yes",22,"804020765","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"September",NA,NA,"360079","North_Precinct","22","Biting","800548575","3472190","Black","Male","Yes",22,"804020765","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Unwanted_Person","UNWANTED_PERSON",NA,NA,"March",NA,"No_weapon_unarmed","915631","East_Precinct","8",NA,"870546506","4118975","White","Male","No",37,"874665481","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Unwanted_Person","UNWANTED_PERSON",NA,NA,"March",NA,"No_weapon_unarmed","321971","East_Precinct","10",NA,"870546506","4118975","White","Male","No",37,"874665481","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Threat","THREAT___PRIORITY",NA,"Yes","December",NA,"No_weapon_unarmed","976240","Central_Precinct","13",NA,"134549249","3497639","White","Female","No",39,"138046888","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","TriMet","TRIMET_INCIDENT___PRIORITY",NA,NA,"October","Needle___Spit___Bodily_Fluids",NA,"967940","North_Precinct","12",NA,"692548924","399684","White","Male","Yes",63,"692948608","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","256472","East_Precinct","1",NA,"717549315","611008","White","Male","No",37,"718160323","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance","Resisted_HC","Control_Against_Resistance","Control_Against_Resistance","Control_Against_Resistance",NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","221462","East_Precinct","1",NA,"717549315","611008","White","Male","No",37,"718160323","Active","Aggressive","Active","Active","Active","Active",NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"October",NA,NA,"555100","North_Precinct","14",NA,"105548918","494474","White","Male","Yes",30,"106043392","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"October",NA,NA,"133359","North_Precinct","20",NA,"105548918","494474","White","Male","Yes",30,"106043392","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"October",NA,NA,"524699","North_Precinct","23",NA,"105548918","494474","White","Male","Yes",30,"106043392","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Felony","Tuesday",NA,NA,NA,"Takedown_IV","Resisted_HC",NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"February","Needle___Spit___Bodily_Fluids",NA,"813721","Central_Precinct","7",NA,"533546163","457471","White","Male","Yes",50,"534003634","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","45_54",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Collision","ACCIDENT___UNKNOWN_INJURY",NA,NA,"October",NA,"No_weapon_unarmed","751421","Central_Precinct","1",NA,"623548784","4153400","White","Male","No",19,"627702184","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"July",NA,"No_weapon_unarmed","784021","Central_Precinct","4",NA,"290547890","4144220","White","Male","Yes",32,"294692110","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"July",NA,"No_weapon_unarmed","1020641","Central_Precinct","9",NA,"290547890","4144220","White","Male","Yes",32,"294692110","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","836731","East_Precinct","4",NA,"886549506","312242","Black","Female","No",44,"886861748","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","551100","East_Precinct","14",NA,"886549506","312242","Black","Female","No",44,"886861748","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"0000_0559","Collision","ACCIDENT___UNKNOWN_INJURY",NA,NA,"October",NA,"No_weapon_unarmed","1047348","Central_Precinct","26",NA,"623548784","4153400","White","Male","No",19,"627702184","Aggressive","Aggressive",NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
