"ID","Incident_Num","Incident_Type","Occured_date_time","Precinct","Sector","Beat","Officer_ID","Subject_ID","Subject_Race","Subject_Gender","datetime","serious","(Intercept)","Subject_RaceAmerican_Indian_Alaska_Native","Subject_RaceAsian","Subject_RaceBlack_or_African_American","Subject_RaceHispanic_or_Latino","Subject_RaceNat_Hawaiian_Oth_Pac_Islander","Subject_RaceNot_Specified","Subject_RaceTwo_or_More_Races","Subject_Gender_","Subject_GenderFemale","Subject_GenderNon_binary","Subject_GenderOther","Subject_GenderTransgender_Female","Subject_GenderTransgender_Male","Subject_GenderUnknown","Precinct-","Precinct0","PrecinctEast","PrecinctNorth","PrecinctOOJ","PrecinctSouth","PrecinctSouthwest"
"2020UOF-0385-1358-21768",53975,"Level 2 - Use of Force","02/28/2020 02:15:00 PM","West","MARY","M3",1743,22652,"Black_or_African_American","Male",2020-02-28 14:15:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1214-1180-6759",57368,"Level 2 - Use of Force","07/25/2020 05:20:00 PM","East","EDWARD","E2",1664,6711,"Not_Specified","Unknown",2020-07-25 17:20:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1737-1140-23652",58399,"Level 1 - Use of Force","09/22/2020 08:30:00 PM","North","UNION","U2",1658,24532,"White","Male",2020-09-22 20:30:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-0327-1473-21371",52756,"Level 1 - Use of Force","01/21/2020 09:18:00 PM","East","GEORGE","G1",1145,22256,"White","Male",2020-01-21 21:18:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1284-2015-22280",55313,"Level 1 - Use of Force","05/03/2020 10:00:00 PM","West","QUEEN","Q3",2099,23163,"Not_Specified","Male",2020-05-03 22:00:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0706-1427-1023",56162,"Level 2 - Use of Force","05/30/2020 01:30:00 AM","East","EDWARD","E2",1108,1020,"Not_Specified","Unknown",2020-05-30 01:30:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1298-2015-23018",57009,"Level 1 - Use of Force","07/20/2020 12:49:00 AM","West","QUEEN","Q3",2099,23899,"Asian","Female",2020-07-20 00:49:00,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0516-70-22292",55322,"Level 1 - Use of Force","05/04/2020 10:20:00 AM","South","OCEAN","O2",1529,23175,"Not_Specified","Female",2020-05-04 10:20:00,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1264-2293-2303",57226,"Level 1 - Use of Force","07/28/2020 10:18:00 AM","East","EDWARD","E2",2245,2289,"White","Male",2020-07-28 10:18:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1437-1293-12516",58036,"Level 2 - Use of Force","09/07/2020 02:02:00 PM","West","KING","K3",1760,13414,"White","Male",2020-09-07 14:02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1135-612-12419",57029,"Level 1 - Use of Force","07/01/2020 05:30:00 AM","East","EDWARD","E2",743,13317,"Not_Specified","Male",2020-07-01 05:30:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1083-1203-22872",56735,"Level 1 - Use of Force","07/01/2020 06:46:00 AM","East","EDWARD","E2",1636,23754,"White","Female",2020-07-01 06:46:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1230-2755-23047",57079,"Level 1 - Use of Force","07/22/2020 07:00:00 AM","South","OCEAN","O2",5309,23928,"Black_or_African_American","Male",2020-07-22 07:00:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1711-2680-23873",59027,"Level 1 - Use of Force","10/23/2020 11:56:00 PM","West","KING","K1",5141,24753,"White","Female",2020-10-23 23:56:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1085-1071-22883",56757,"Level 2 - Use of Force","07/01/2020 05:30:00 AM","East","EDWARD","E2",1827,23765,"White","Male",2020-07-01 05:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0556-2770-22308",55399,"Level 1 - Use of Force","05/07/2020 04:38:00 PM","East","EDWARD","E1",5407,23191,"Not_Specified","Female",2020-05-07 16:38:00,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1518-2109-23660",58400,"Level 2 - Use of Force","09/23/2020 11:50:00 PM","East","EDWARD","E2",2142,24540,"White","Male",2020-09-23 23:50:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1331-2314-23392",57811,"Level 2 - Use of Force","07/26/2020 11:30:00 PM","East","CHARLIE","C1",2310,24273,"White","Female",2020-07-26 23:30:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0550-1471-21472",53105,"Level 2 - Use of Force","02/01/2020 12:46:00 AM","East","EDWARD","E2",1143,22357,"Black_or_African_American","Female",2020-02-01 00:46:00,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0780-1326-22619",56216,"Level 2 - Use of Force","06/07/2020 12:45:00 AM","East","EDWARD","E2",1736,23501,"Not_Specified","Female",2020-06-07 00:45:00,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0320-2014-22015",54691,"Level 1 - Use of Force","03/30/2020 12:15:00 AM","Southwest","WILLIAM","W3",2098,22899,"White","Female",2020-03-30 00:15:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2020UOF-0219-2563-21078",53366,"Level 1 - Use of Force","02/10/2020 06:45:00 PM","South","ROBERT","R2",4836,21964,"Nat_Hawaiian_Oth_Pac_Islander","Male",2020-02-10 18:45:00,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-0281-2451-21581",53532,"Level 1 - Use of Force","02/15/2020 04:30:00 PM","North","JOHN","J1",2447,22465,"White","Male",2020-02-15 16:30:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1450-1339-23326",57688,"Level 2 - Use of Force","08/16/2020 10:00:00 PM","South","OCEAN","O1",1577,24207,"Not_Specified","Unknown",2020-08-16 22:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2020UOF-1479-44-7599",58179,"Level 1 - Use of Force","09/13/2020 09:00:00 PM","East","CHARLIE","C3",1554,7548,"Black_or_African_American","Male",2020-09-13 21:00:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0746-1299-22608",56195,"Level 2 - Use of Force","05/30/2020 10:45:00 PM","West","MARY","M2",1766,23490,"Not_Specified","Unknown",2020-05-30 22:45:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-0844-2062-22672",56313,"Level 2 - Use of Force","05/30/2020 08:00:00 PM","West","MARY","M2",2109,23554,"Not_Specified","Unknown",2020-05-30 20:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-0275-2524-21960",54587,"Level 1 - Use of Force","03/22/2020 01:05:00 AM","West","KING","K2",4761,22844,"Asian","Unknown",2020-03-22 01:05:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-1937-80-22097",59096,"Level 2 - Use of Force","10/28/2020 10:49:00 AM","West","KING","K1",1560,22980,"Black_or_African_American","Male",2020-10-28 10:49:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0855-864-1023",56250,"Level 2 - Use of Force","06/02/2020 11:40:00 PM","East","EDWARD","E2",685,1020,"Not_Specified","Unknown",2020-06-02 23:40:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1388-1416-11757",57753,"Level 2 - Use of Force","08/24/2020 11:41:00 PM","East","EDWARD","E2",1120,12658,"Not_Specified","Unknown",2020-08-24 23:41:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1959-2501-24099",59680,"Level 2 - Use of Force","11/28/2020 02:51:00 PM","East","CHARLIE","C1",2779,24979,"White","Male",2020-11-28 14:51:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1913-2179-23271",57576,"Level 2 - Use of Force","08/13/2020 01:35:00 PM","West","MARY","M3",2175,24152,"White","Male",2020-08-13 13:35:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1578-1186-22567",58604,"Level 2 - Use of Force","09/24/2020 10:40:00 PM","East","EDWARD","E2",1776,23449,"White","Female",2020-09-24 22:40:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0983-41-4265",56536,"Level 2 - Use of Force","05/31/2020 04:17:00 PM","West","DAVID","D1",1524,4237,"Not_Specified","Female",2020-05-31 16:17:00,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1843-2779-24088",59652,"Level 1 - Use of Force","11/25/2020 09:10:00 PM","North","LINCOLN","L3",5462,24968,"White","Male",2020-11-25 21:10:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-0122-2002-21356",52710,"Level 1 - Use of Force","01/20/2020 01:40:00 AM","West","KING","K3",1889,22241,"Black_or_African_American","Transgender_Female",2020-01-20 01:40:00,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2020UOF-1558-965-23659",58380,"Level 1 - Use of Force","09/23/2020 04:00:00 PM","West","DAVID","D1",932,24539,"White","Male",2020-09-23 16:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0548-1331-5685",55684,"Level 1 - Use of Force","05/20/2020 01:30:00 PM","East","GEORGE","G3",1572,5644,"Black_or_African_American","Male",2020-05-20 13:30:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0999-1983-22604",56163,"Level 2 - Use of Force","05/30/2020 10:00:00 AM","West","MARY","M2",1881,23486,"Not_Specified","Male",2020-05-30 10:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1963-2043-24113",59720,"Level 2 - Use of Force","11/30/2020 09:03:00 PM","East","CHARLIE","C1",2108,24993,"Black_or_African_American","Female",2020-11-30 21:03:00,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1951-1420-11205",59570,"Level 1 - Use of Force","11/20/2020 07:01:00 PM","North","NORA","N3",1125,12107,"Black_or_African_American","Male",2020-11-20 19:01:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1406-2066-23449",57929,"Level 1 - Use of Force","09/01/2020 12:20:00 AM","North","NORA","N2",2117,24329,"Not_Specified","Male",2020-09-01 00:20:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-0177-1011-21806",54162,"Level 1 - Use of Force","03/04/2020 07:00:00 AM","North","NORA","N1",1221,22690,"White","Male",2020-03-04 07:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1841-2274-24131",59803,"Level 1 - Use of Force","12/07/2020 07:21:00 AM","East","EDWARD","E3",2231,25011,"White","Female",2020-12-07 07:21:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0152-2202-21292",52499,"Level 2 - Use of Force","01/11/2020 10:54:00 PM","West","KING","K2",2191,22177,"Black_or_African_American","Male",2020-01-11 22:54:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0544-2460-22154",54952,"Level 2 - Use of Force","04/15/2020 08:16:00 PM","South","ROBERT","R1",2456,23037,"Asian","Male",2020-04-15 20:16:00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1905-756-20102",57234,"Level 2 - Use of Force","07/29/2020 08:10:00 AM","East","CHARLIE","C3",939,20988,"White","Male",2020-07-29 08:10:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1719-2561-23900",59172,"Level 1 - Use of Force","10/30/2020 05:56:00 AM","South","OCEAN","O2",4834,24780,"Not_Specified","Male",2020-10-30 05:56:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1150-2324-23096",57196,"Level 2 - Use of Force","07/25/2020 06:09:00 PM","East","EDWARD","E2",2320,23977,"White","Male",2020-07-25 18:09:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1491-2112-23324",58332,"Level 2 - Use of Force","08/16/2020 07:00:00 PM","West","KING","K3",2145,24205,"White","Male",2020-08-16 19:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0783-2637-22549",56038,"Level 1 - Use of Force","06/04/2020 02:28:00 PM","West","DAVID","D2",5062,23431,"White","Male",2020-06-04 14:28:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0457-1296-22232",55169,"Level 1 - Use of Force","04/26/2020 11:54:00 AM","South","SAM","S3",1763,23115,"Hispanic_or_Latino","Male",2020-04-26 11:54:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-0689-1281-22438",55669,"Level 1 - Use of Force","05/20/2020 02:29:00 PM","North","BOY","B2",1612,23321,"White","Male",2020-05-20 14:29:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-0918-1339-22742",56420,"Level 2 - Use of Force","05/29/2020 09:15:00 PM","West","KING","K1",1577,23624,"Not_Specified","Male",2020-05-29 21:15:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1498-568-23445",57916,"Level 1 - Use of Force","09/01/2020 06:03:00 AM","OOJ","","99",970,24325,"Hispanic_or_Latino","Female",2020-09-01 06:03:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2020UOF-1855-1147-11757",60020,"Level 2 - Use of Force","12/18/2020 07:55:00 AM","East","EDWARD","E2",1812,12658,"Not_Specified","Unknown",2020-12-18 07:55:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-0934-840-22634",56240,"Level 1 - Use of Force","05/31/2020 01:07:00 AM","West","MARY","M2",909,23516,"Not_Specified","Male",2020-05-31 01:07:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1781-2803-23947",59228,"Level 1 - Use of Force","11/03/2020 12:59:00 AM","East","CHARLIE","C3",5512,24827,"White","Female",2020-11-03 00:59:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1618-2303-23750",58649,"Level 1 - Use of Force","10/06/2020 06:05:00 AM","South","OCEAN","O3",2299,24630,"White","Male",2020-10-06 06:05:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1077-2423-22903",56789,"Level 2 - Use of Force","07/01/2020 11:57:00 PM","East","EDWARD","E2",2417,23785,"White","Other",2020-07-01 23:57:00,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2020UOF-0645-1246-7943",56030,"Level 2 - Use of Force","06/02/2020 12:00:00 AM","East","EDWARD","E2",1652,7884,"Not_Specified","Male",2020-06-02,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1839-220-24146",59872,"Level 1 - Use of Force","12/10/2020 08:30:00 AM","North","UNION","U3",1268,25026,"Not_Specified","Male",2020-12-10 08:30:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-0744-2459-22610",56200,"Level 2 - Use of Force","05/30/2020 03:42:00 PM","West","MARY","M2",2455,23492,"Not_Specified","Male",2020-05-30 15:42:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0705-2462-22591",56103,"Level 2 - Use of Force","05/30/2020 04:20:00 PM","West","KING","K1",2458,23473,"White","Unknown",2020-05-30 16:20:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-1017-41-1023",56634,"Level 2 - Use of Force","06/07/2020 07:00:00 PM","East","CHARLIE","C1",1524,1020,"Not_Specified","Unknown",2020-06-07 19:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-0419-2667-21734",53859,"Level 1 - Use of Force","02/25/2020 11:15:00 PM","West","QUEEN","Q2",5114,22618,"White","Male",2020-02-25 23:15:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1279-2075-22197",55072,"Level 2 - Use of Force","04/17/2020 12:50:00 AM","East","EDWARD","E3",2124,23080,"Black_or_African_American","Male",2020-04-17 00:50:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1815-2735-6095",59174,"Level 2 - Use of Force","10/30/2020 05:14:00 AM","West","KING","K3",5264,6051,"Asian","Male",2020-10-30 05:14:00,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0535-2353-21829",54234,"Level 2 - Use of Force","03/07/2020 03:35:00 AM","West","MARY","M3",2349,22713,"Black_or_African_American","Male",2020-03-07 03:35:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0240-2302-21531",53321,"Level 2 - Use of Force","02/09/2020 04:30:00 AM","West","QUEEN","Q1",2298,22415,"Black_or_African_American","Male",2020-02-09 04:30:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1872-2864-24266",60142,"Level 3 - Use of Force","12/26/2020 05:01:00 AM","West","DAVID","D1",5639,25146,"American_Indian_Alaska_Native","Male",2020-12-26 05:01:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1886-1218-23929",59474,"Level 1 - Use of Force","07/01/2020 05:13:00 AM","East","EDWARD","E2",1785,24809,"Black_or_African_American","Female",2020-07-01 05:13:00,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1498-568-23444",57916,"Level 1 - Use of Force","09/01/2020 06:03:00 AM","OOJ","","99",970,24324,"Hispanic_or_Latino","Male",2020-09-01 06:03:00,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2020UOF-0952-1738-7943",56470,"Level 2 - Use of Force","06/01/2020 09:12:00 PM","East","EDWARD","E2",624,7884,"Not_Specified","Male",2020-06-01 21:12:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0827-1975-23165",56257,"Level 2 - Use of Force","05/30/2020 01:30:00 PM","West","MARY","M2",1878,24046,"Not_Specified","Male",2020-05-30 13:30:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1961-2751-24104",59682,"Level 1 - Use of Force","11/28/2020 04:00:00 PM","West","MARY","M2",5304,24984,"Black_or_African_American","Female",2020-11-28 16:00:00,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1622-1231-22938",57147,"Level 2 - Use of Force","07/26/2020 05:29:00 PM","West","MARY","M3",1638,23819,"Black_or_African_American","Male",2020-07-26 17:29:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1827-2527-24070",59571,"Level 1 - Use of Force","11/21/2020 02:00:00 PM","West","KING","K3",4764,24950,"White","Male",2020-11-21 14:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0514-1331-22374",55524,"Level 1 - Use of Force","05/13/2020 03:00:00 PM","OOJ","","99",1572,23257,"Black_or_African_American","Male",2020-05-13 15:00:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2020UOF-1447-2731-23294",57620,"Level 2 - Use of Force","08/16/2020 11:00:00 PM","South","OCEAN","O2",5255,24175,"Not_Specified","Unknown",2020-08-16 23:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2020UOF-0161-1014-14681",53289,"Level 2 - Use of Force","02/07/2020 06:58:00 PM","North","NORA","N1",1248,15571,"Black_or_African_American","Male",2020-02-07 18:58:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1896-1950-20646",56956,"Level 1 - Use of Force","07/15/2020 08:55:00 PM","East","CHARLIE","C1",1867,21532,"Black_or_African_American","Female",2020-07-15 20:55:00,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0291-2034-17472",53462,"Level 2 - Use of Force","02/13/2020 12:25:00 PM","North","BOY","B2",2103,18358,"White","Male",2020-02-13 12:25:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1804-2769-23471",58018,"Level 1 - Use of Force","09/04/2020 06:31:00 PM","West","KING","K2",5406,24351,"White","Female",2020-09-04 18:31:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0270-1928-21933",54540,"Level 1 - Use of Force","03/19/2020 09:29:00 AM","West","QUEEN","Q3",1861,22817,"Black_or_African_American","Female",2020-03-19 09:29:00,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1904-2431-20102",57274,"Level 2 - Use of Force","07/29/2020 07:49:00 AM","East","CHARLIE","C3",2427,20988,"White","Male",2020-07-29 07:49:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0875-2189-22581",56082,"Level 2 - Use of Force","05/31/2020 07:00:00 PM","West","MARY","M3",2183,23463,"Not_Specified","Unknown",2020-05-31 19:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-1758-2667-24072",59581,"Level 1 - Use of Force","11/22/2020 07:45:00 PM","West","QUEEN","Q3",5114,24952,"Two_or_More_Races","Female",2020-11-22 19:45:00,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1836-1109-15538",59609,"Level 1 - Use of Force","11/07/2020 05:41:00 PM","South","ROBERT","R3",1692,16428,"Black_or_African_American","Male",2020-11-07 17:41:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-0560-1159-21967",54608,"Level 2 - Use of Force","03/21/2020 10:55:00 PM","West","QUEEN","Q3",1819,22851,"Black_or_African_American","Female",2020-03-21 22:55:00,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1585-88-23074",57139,"Level 1 - Use of Force","07/26/2020 10:05:00 AM","South","ROBERT","R2",1568,23955,"Black_or_African_American","Male",2020-07-26 10:05:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1430-12-22569",58149,"Level 2 - Use of Force","09/07/2020 06:17:00 PM","South","OCEAN","O2",1204,23451,"White","Male",2020-09-07 18:17:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1862-1434-18610",59346,"Level 2 - Use of Force","11/05/2020 09:40:00 PM","North","BOY","B3",1134,19496,"White","Male",2020-11-05 21:40:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1221-2460-22880",57100,"Level 1 - Use of Force","07/02/2020 12:13:00 AM","East","EDWARD","E2",2456,23762,"White","Male",2020-07-02 00:13:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0820-1180-8270",56255,"Level 2 - Use of Force","05/30/2020 03:40:00 PM","West","MARY","M2",1664,8202,"Not_Specified","Female",2020-05-30 15:40:00,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1094-2402-22417",56581,"Level 1 - Use of Force","05/13/2020 03:55:00 PM","North","UNION","U2",2399,23300,"White","Male",2020-05-13 15:55:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1355-2634-23264",57551,"Level 1 - Use of Force","08/12/2020 11:30:00 PM","West","KING","K3",5060,24145,"American_Indian_Alaska_Native","Female",2020-08-12 23:30:00,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0237-412-21818",54230,"Level 1 - Use of Force","03/06/2020 12:52:00 AM","East","EDWARD","E1",825,22702,"Not_Specified","Male",2020-03-06 00:52:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1197-1339-23136",57295,"Level 2 - Use of Force","07/25/2020 04:00:00 PM","East","EDWARD","E2",1577,24017,"Not_Specified","Unknown",2020-07-25 16:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1387-44-7943",57754,"Level 2 - Use of Force","08/24/2020 11:40:00 PM","East","EDWARD","E2",1554,7884,"Not_Specified","Male",2020-08-24 23:40:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0442-2534-22177",55006,"Level 1 - Use of Force","04/19/2020 01:00:00 AM","Southwest","WILLIAM","W2",4773,23060,"White","Male",2020-04-19 01:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
